Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides A	Peptides B	Peptides C	Razor + unique peptides A	Razor + unique peptides B	Razor + unique peptides C	Unique peptides A	Unique peptides B	Unique peptides C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Identification type A	Identification type B	Identification type C	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L A	Ratio M/L normalized A	Ratio M/L variability [%] A	Ratio M/L count A	Ratio M/L iso-count A	Ratio M/L type A	Ratio H/L A	Ratio H/L normalized A	Ratio H/L variability [%] A	Ratio H/L count A	Ratio H/L iso-count A	Ratio H/L type A	Ratio H/M A	Ratio H/M normalized A	Ratio H/M variability [%] A	Ratio H/M count A	Ratio H/M iso-count A	Ratio H/M type A	Ratio M/L B	Ratio M/L normalized B	Ratio M/L variability [%] B	Ratio M/L count B	Ratio M/L iso-count B	Ratio M/L type B	Ratio H/L B	Ratio H/L normalized B	Ratio H/L variability [%] B	Ratio H/L count B	Ratio H/L iso-count B	Ratio H/L type B	Ratio H/M B	Ratio H/M normalized B	Ratio H/M variability [%] B	Ratio H/M count B	Ratio H/M iso-count B	Ratio H/M type B	Ratio M/L C	Ratio M/L normalized C	Ratio M/L variability [%] C	Ratio M/L count C	Ratio M/L iso-count C	Ratio M/L type C	Ratio H/L C	Ratio H/L normalized C	Ratio H/L variability [%] C	Ratio H/L count C	Ratio H/L iso-count C	Ratio H/L type C	Ratio H/M C	Ratio H/M normalized C	Ratio H/M variability [%] C	Ratio H/M count C	Ratio H/M iso-count C	Ratio H/M type C	Sequence coverage A [%]	Sequence coverage B [%]	Sequence coverage C [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity A	Intensity L A	Intensity M A	Intensity H A	Intensity B	Intensity L B	Intensity M B	Intensity H B	Intensity C	Intensity L C	Intensity M C	Intensity H C	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9UN86;Q9UN86-2;D6RAC7;D6RB17;D6RGJ4;D6RBM9;D6REX8;D6RBR0;D6RE13;D6RBW8;D6R9X5;D6R9A4	Q9UN86;Q9UN86-2;D6RAC7;D6RB17;D6RGJ4	10;10;6;6;5;4;4;4;4;4;2;2	9;9;5;5;4;3;3;3;3;3;1;1	9;9;5;5;4;3;3;3;3;3;1;1	Ras GTPase-activating protein-binding protein 2	G3BP2	>sp|Q9UN86|G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2 PE=1 SV=2;>sp|Q9UN86-2|G3BP2_HUMAN Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2;>tr|D6RAC7|D6RAC7_HUMAN Ras GTPase-acti	12	10	9	9	7	9	9	6	8	8	6	8	8	29.5	27.8	27.8	54.12	482	482;449;141;198;125;78;99;102;111;116;56;59	1	35	0	By MS/MS	By MS/MS	By MS/MS	0.80352	0.82023	31.94	23	0	Median	0.93196	0.92294	50.16	24	0	Median	0.89411	1.2047	28.669	23	0	Median	0.78954	0.97628	18.589	8	0	Median	1.0297	1.7836	11.246	9	0	Median	1.2628	1.4705	20.121	8	0	Median	1.1202	0.54748	25.941	7	0	Median	1.0712	0.71558	33.982	7	0	Median	0.89109	1.2155	23.9	7	0	Median	0.60481	0.90532	15.907	8	0	Median	0.42781	0.80946	21.502	8	0	Median	0.71751	0.96617	21.577	8	0	Median	20.3	24.3	27.8	331280000	152720000	97963000	80596000	84758000	30266000	20227000	34265000	92475000	37642000	38441000	16392000	154050000	84814000	39295000	29939000				842	1738;1866;2707;3634;4252;4389;4523;4799;5726;6373	True;True;True;True;True;True;False;True;True;True	1784;1914;2782;3729;4403;4542;4680;4965;5923;6582	6413;6414;6415;6882;6883;6884;6885;6886;6887;10306;13993;13994;13995;13996;13997;13998;13999;14000;14001;14002;16631;17172;17173;17174;17175;17652;17653;17654;18613;18614;18615;22523;22524;22525;24998;24999;25000;25001	14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;14556;14557;14558;15580;15581;15582;15583;15584;15585;15586;15587;15588;15589;15590;24397;33100;33101;33102;33103;33104;33105;33106;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;33117;33118;33119;33120;33121;39353;40756;40757;40758;40759;41752;41753;41754;41755;41756;41757;41758;41759;43729;53266;53267;53268;59100;59101;59102;59103	14552;15589;24397;33111;39353;40757;41756;43729;53266;59101		
Q9UNQ2;D6RCL3	Q9UNQ2;D6RCL3	4;2	4;2	4;2	Probable dimethyladenosine transferase	DIMT1	>sp|Q9UNQ2|DIM1_HUMAN Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=1 SV=1;>tr|D6RCL3|D6RCL3_HUMAN Probable dimethyladenosine transferase OS=Homo sapiens GN=DIMT1 PE=2 SV=1	2	4	4	4	1	0	4	1	0	4	1	0	4	15	15	15	35.236	313	313;154	1	5	0	By MS/MS	By matching	By MS/MS	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	4.2	0	15	6534300	5674400	0	859950	0	0	0	0	0	0	0	0	6534300	5674400	0	859950				843	2858;3512;3689;4335	True;True;True;True	2936;3602;3785;4488	10870;13430;13431;14146;16941	25721;31721;31722;33436;40160	25721;31722;33436;40160		
Q9UNX4	Q9UNX4	11	11	11	WD repeat-containing protein 3	WDR3	>sp|Q9UNX4|WDR3_HUMAN WD repeat-containing protein 3 OS=Homo sapiens GN=WDR3 PE=1 SV=1	1	11	11	11	8	9	7	8	9	7	8	9	7	16.8	16.8	16.8	106.1	943	943	1	26	0	By MS/MS	By MS/MS	By MS/MS	1.138	1.3733	44.493	12	0	Median	0.64729	1.041	41.016	12	0	Median	0.83911	1.0983	52.558	12	0	Median	1.2242	1.4143	10.046	5	0	Median	0.55192	0.73856	17.167	5	0	Median	0.48203	0.51538	9.2801	5	0	Median	3.3948	1.7602	22.34	3	0	Median	2.9229	1.9825	10.372	3	0	Median	0.88003	1.1001	5.4936	3	0	Median	0.46606	0.6481	9.6352	4	0	Median	0.61756	1.1538	17.185	4	0	Median	1.2878	1.6012	14.712	4	0	Median	10.2	13.9	9.9	85795000	30703000	34724000	20367000	24452000	9523300	11519000	3409000	29179000	1644800	17889000	9644600	32165000	19535000	5315800	7313800				844	722;1065;1849;2748;3472;4597;5308;5361;5865;5886;6609	True;True;True;True;True;True;True;True;True;True;True	749;1099;1897;2825;3561;4755;5494;5550;6064;6085;6828	2649;2650;2651;3826;3827;3828;6830;6831;6832;10475;10476;10477;13296;13297;13298;17891;17892;20886;21130;21131;21132;23021;23022;23091;25906;25907	6015;6016;6017;6018;6019;6020;8835;8836;8837;8838;8839;15495;15496;15497;15498;24741;24742;24743;24744;24745;24746;24747;31492;31493;31494;42246;42247;49656;50251;50252;50253;50254;54166;54167;54168;54380;61066;61067	6018;8839;15498;24744;31493;42247;49656;50251;54166;54380;61067		
Q9Y295;H0YI06	Q9Y295	3;1	3;1	3;1	Developmentally-regulated GTP-binding protein 1	DRG1	>sp|Q9Y295|DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	2	3	3	3	1	2	2	1	2	2	1	2	2	13.1	13.1	13.1	40.542	367	367;56	1	6	0	By MS/MS	By MS/MS	By MS/MS	0.36622	0.50235	30.986	3	0	Median	0.4342	0.75125	8.4724	3	0	Median	1.1519	1.5096	22.092	2	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0.3433	0.48795	4.114	2	0	Median	0.38877	0.73965	11.914	2	0	Median	1.1519	1.5096	22.092	2	0	Median	5.4	8.7	9.8	13768000	5923500	4446200	3397800	1436500	632290	547320	256940	3144500	0	2074900	1069600	9186500	5291200	1824000	2071300				845	2044;2240;2689	True;True;True	2101;2303;2764	7845;7846;7847;8547;10243;10244	18567;18568;18569;20133;24239;24240	18569;20133;24240		
Q9Y2R4;A8MTP9;F5H5G9;K7ELL1;F5H0R7;K7EMK0	Q9Y2R4;A8MTP9	11;10;1;1;1;1	11;10;1;1;1;1	11;10;1;1;1;1	Probable ATP-dependent RNA helicase DDX52	DDX52	>sp|Q9Y2R4|DDX52_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3;>tr|A8MTP9|A8MTP9_HUMAN Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=2 SV=1	6	11	11	11	7	9	7	7	9	7	7	9	7	26.4	26.4	26.4	67.497	599	599;491;97;101;112;115	1	27	0	By MS/MS	By MS/MS	By MS/MS	1.2098	1.392	38.519	18	0	Median	0.55304	0.95709	43.892	18	0	Median	0.72586	0.95419	46.757	18	0	Median	1.2098	1.4629	18.274	6	0	Median	0.48772	0.80269	11.673	6	0	Median	0.41837	0.45946	10.947	6	0	Median	3.7911	1.8	20.154	6	0	Median	3.0567	2.2111	24.122	6	0	Median	0.74156	0.95419	11.912	6	0	Median	0.56979	0.80616	21.281	6	0	Median	0.52286	0.95709	19.339	6	0	Median	1.0246	1.3902	17.3	6	0	Median	16.5	22.5	18.5	145070000	50596000	53481000	40998000	25409000	10286000	10599000	4523600	43290000	4758800	23056000	15476000	76376000	35551000	19826000	20999000				846	977;1377;1398;2009;2681;2993;3903;4378;5599;5763;5828	True;True;True;True;True;True;True;True;True;True;True	1010;1412;1433;2065;2756;3074;4006;4531;5792;5961;6027	3509;5015;5076;7693;7694;10207;11439;11440;11441;14934;14935;14936;17137;17138;17139;17140;17141;17142;22058;22059;22060;22642;22643;22644;22899;22900;22901	8103;8104;11613;11700;18210;18211;18212;24143;24144;24145;24146;27162;27163;35065;35066;35067;35068;35069;35070;35071;40705;40706;40707;40708;40709;40710;40711;52297;52298;52299;52300;52301;52302;52303;52304;52305;53468;53469;53470;53968;53969;53970	8103;11613;11700;18211;24143;27162;35066;40708;52299;53470;53968		
Q9Y2T7	Q9Y2T7	7	2	2	Y-box-binding protein 2	YBX2	>sp|Q9Y2T7|YBOX2_HUMAN Y-box-binding protein 2 OS=Homo sapiens GN=YBX2 PE=1 SV=2	1	7	2	2	6	6	6	1	1	1	1	1	1	20.3	9.3	9.3	38.517	364	364	1	3	0	By MS/MS	By MS/MS	By MS/MS	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	15.4	15.4	15.9	6612000	4405900	1523400	682630	1906500	1906500	0	0	3095200	889170	1523400	682630	1610200	1610200	0	0				847	1216;1874;4142;4194;4195;5617;5918	False;True;False;False;False;False;True	1251;1922;4291;4344;4345;5811;6119	4388;4389;4390;4391;6925;6926;16185;16186;16187;16188;16189;16431;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;22124;22125;22126;22127;22128;22129;22130;22131;22132;22133;22134;22135;22136;22137;22138;22139;22140;22141;22142;22143;22144;22145;22146;22147;22148;22149;22150;22151;22152;22153;22154;22155;22156;22157;22158;22159;22160;22161;22162;22163;22164;22165;22166;22167;22168;22169;22170;22171;22172;22173;22174;22175;22176;22177;22178;23217	10011;10012;10013;10014;10015;10016;10017;10018;10019;10020;10021;10022;10023;10024;10025;10026;15714;15715;15716;38228;38229;38230;38231;38232;38233;38234;38235;38236;38237;38889;38890;38891;38892;38893;38894;38895;38896;38897;38898;38899;38900;38901;38902;38903;38904;38905;38906;38907;38908;38909;38910;52415;52416;52417;52418;52419;52420;52421;52422;52423;52424;52425;52426;52427;52428;52429;52430;52431;52432;52433;52434;52435;52436;52437;52438;52439;52440;52441;52442;52443;52444;52445;52446;52447;52448;52449;52450;52451;52452;52453;52454;52455;52456;52457;52458;52459;52460;52461;52462;52463;52464;52465;52466;52467;52468;52469;52470;52471;52472;52473;52474;52475;52476;52477;52478;52479;52480;52481;52482;52483;52484;52485;52486;52487;52488;52489;52490;52491;52492;52493;52494;52495;52496;52497;52498;52499;52500;52501;52502;52503;52504;52505;52506;52507;52508;52509;52510;52511;52512;52513;52514;52515;52516;52517;52518;52519;52520;52521;52522;52523;52524;52525;52526;52527;52528;52529;52530;52531;52532;52533;52534;52535;52536;52537;52538;52539;52540;52541;52542;52543;52544;52545;52546;52547;52548;52549;52550;52551;52552;52553;52554;52555;52556;52557;52558;52559;52560;52561;52562;52563;52564;52565;52566;52567;52568;52569;52570;52571;52572;52573;52574;52575;52576;52577;52578;52579;52580;52581;52582;54783	10024;15715;38235;38890;38906;52425;54783		
Q9Y2W1	Q9Y2W1	5	5	5	Thyroid hormone receptor-associated protein 3	THRAP3	>sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2	1	5	5	5	3	4	3	3	4	3	3	4	3	8.2	8.2	8.2	108.66	955	955	1	12	0	By MS/MS	By MS/MS	By MS/MS	0.67665	0.90932	44.94	10	0	Median	0.49479	0.94009	47.144	10	0	Median	0.67082	0.91476	52.04	10	0	Median	0.6952	0.95442	26.291	3	0	Median	0.34772	0.53581	9.6694	3	0	Median	0.43132	0.47784	34.596	3	0	Median	3.5307	1.9765	16.397	3	0	Median	2.2925	1.6851	25.553	3	0	Median	0.62747	0.85242	16.268	3	0	Median	0.51655	0.74876	5.3193	4	0	Median	0.49479	0.94009	9.7248	4	0	Median	0.95798	1.3563	5.9559	4	0	Median	4.8	6.3	4.2	65265000	27414000	21156000	16695000	17781000	9438400	5401000	2941400	16814000	2394800	8790100	5629200	30670000	15581000	6964500	8124900				848	474;3902;5457;5467;5725	True;True;True;True;True	494;4005;5648;5658;5922	1787;14929;14930;14931;14932;14933;21513;21514;21515;21553;22521;22522	3996;3997;35048;35049;35050;35051;35052;35053;35054;35055;35056;35057;35058;35059;35060;35061;35062;35063;35064;51021;51022;51023;51024;51025;51026;51112;53264;53265	3997;35057;51021;51112;53265		
Q9Y2X3;H7BZ72;F8WED0	Q9Y2X3	15;6;1	15;6;1	15;6;1	Nucleolar protein 58	NOP58	>sp|Q9Y2X3|NOP58_HUMAN Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1	3	15	15	15	13	14	14	13	14	14	13	14	14	37.4	37.4	37.4	59.578	529	529;187;68	1	61	0	By MS/MS	By MS/MS	By MS/MS	1.2719	1.4944	40.275	33	0	Median	0.60549	1.0798	41.147	33	0	Median	0.82722	1.0684	47.149	33	0	Median	1.1771	1.4944	10.634	11	0	Median	0.52933	0.91483	16.94	11	0	Median	0.43749	0.48786	8.8127	11	0	Median	3.9406	1.9306	15.794	12	0	Median	3.2011	2.199	26.817	12	0	Median	0.83206	1.0748	13.489	12	0	Median	0.50085	0.74548	6.2799	10	0	Median	0.57127	1.0555	10.043	10	0	Median	1.1316	1.5341	10.461	10	0	Median	31.8	34.6	34.4	554200000	208340000	195910000	149950000	161520000	61683000	70845000	28992000	152990000	20909000	72617000	59462000	239690000	125750000	52449000	61492000				849	1146;1414;1432;2387;2600;2708;3041;3417;3725;4024;5495;5946;6049;6704;6763	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1180;1449;1467;2454;2671;2783;3122;3505;3822;4156;5686;6147;6254;6924;6925;6985	4122;4123;4124;4125;4126;5132;5133;5134;5193;5194;5195;9122;9123;9124;9125;9126;9871;9872;9873;10307;10308;10309;10310;10311;11595;11596;11597;13095;13096;13097;13098;13099;13100;13101;14264;14265;14266;14267;15704;15705;15706;15707;15708;15709;15710;21674;21675;21676;23291;23292;23293;23294;23712;23713;26244;26245;26246;26247;26248;26468;26469	9451;9452;9453;9454;9455;11786;11787;11788;11789;11870;11871;11872;21480;21481;21482;21483;21484;21485;21486;23272;23273;23274;23275;24398;24399;24400;24401;24402;24403;27451;27452;27453;27454;27455;27456;27457;27458;27459;27460;30976;30977;30978;30979;30980;30981;30982;30983;30984;30985;30986;30987;30988;30989;30990;30991;33640;33641;33642;33643;33644;33645;33646;33647;33648;33649;33650;33651;33652;33653;33654;33655;33656;33657;36845;36846;36847;36848;36849;36850;36851;36852;36853;36854;51421;51422;51423;51424;51425;51426;51427;51428;54948;54949;54950;54951;54952;56100;56101;56102;61886;61887;61888;61889;61890;61891;61892;61893;61894;61895;61896;61897;61898;61899;62435;62436;62437	9454;11789;11871;21482;23274;24401;27451;30989;33641;36846;51424;54949;56101;61895;62436	250	383
Q9Y333	Q9Y333	5	5	5	U6 snRNA-associated Sm-like protein LSm2	LSM2	>sp|Q9Y333|LSM2_HUMAN U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens GN=LSM2 PE=1 SV=1	1	5	5	5	5	5	5	5	5	5	5	5	5	61.1	61.1	61.1	10.834	95	95	1	18	0	By MS/MS	By MS/MS	By MS/MS	1.1888	1.3373	33.599	16	0	Median	0.73317	1.1131	24.068	16	0	Median	0.6794	0.80832	29.713	16	0	Median	1.1704	1.3574	18.187	5	0	Median	0.78938	1.3177	16.565	5	0	Median	0.68893	0.78207	22.894	5	0	Median	2.2328	1.0069	45.585	5	0	Median	1.7193	1.1422	35.184	5	0	Median	0.82501	1.1595	17.31	5	0	Median	1.139	1.6319	21.49	6	0	Median	0.52192	1.0188	13.698	6	0	Median	0.50003	0.68872	21.148	6	0	Median	61.1	61.1	61.1	128770000	38301000	55050000	35419000	26426000	9102400	10225000	7099300	47704000	8389200	22035000	17280000	54639000	20809000	22790000	11039000				850	3767;4009;4134;6892;6893	True;True;True;True;True	3865;4136;4283;7121;7122	14420;14421;14422;15635;15636;15637;16160;16161;16162;26953;26954;26955;26956;26957;26958;26959;26960;26961	34003;34004;34005;36725;36726;36727;36728;36729;36730;38137;38138;38139;38140;38141;38142;38143;63485;63486;63487;63488;63489;63490;63491;63492;63493;63494;63495;63496;63497;63498;63499;63500;63501;63502;63503;63504	34005;36725;38142;63492;63503		
Q9Y3A2;B4DJC6	Q9Y3A2;B4DJC6	3;2	3;2	3;2	Probable U3 small nucleolar RNA-associated protein 11	UTP11L	>sp|Q9Y3A2|UTP11_HUMAN Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11L PE=1 SV=2;>tr|B4DJC6|B4DJC6_HUMAN Probable U3 small nucleolar RNA-associated protein 11 OS=Homo sapiens GN=UTP11L PE=2 SV=1	2	3	3	3	2	3	2	2	3	2	2	3	2	15	15	15	30.446	253	253;148	1	10	0	By MS/MS	By MS/MS	By MS/MS	1.2522	1.2279	27.406	8	0	Median	0.56693	1.0533	34.96	8	0	Median	0.81785	1.1049	36.845	8	0	Median	1.2522	1.5377	11.042	2	0	Median	0.455	0.70708	38.107	2	0	Median	0.50771	0.55827	3.2633	2	0	Median	2.4994	1.2406	16.13	3	0	Median	1.9733	1.3149	19.014	3	0	Median	0.79553	1.0931	21.843	3	0	Median	0.60573	0.83398	17.768	3	0	Median	0.49483	0.96997	11.728	3	0	Median	0.97795	1.2158	12.857	3	0	Median	12.3	15	12.3	83799000	31436000	30460000	21903000	11813000	4768000	4351300	2693900	30062000	4680200	15497000	9885300	41924000	21988000	10612000	9323500				851	1550;2450;5219	True;True;True	1589;2517;5401	5601;5602;5603;9323;20519;20520;20521;20522;20523;20524	12698;12699;21852;48770;48771;48772;48773;48774	12699;21852;48772		
Q9Y3A4	Q9Y3A4	3	3	3	Ribosomal RNA-processing protein 7 homolog A	RRP7A	>sp|Q9Y3A4|RRP7A_HUMAN Ribosomal RNA-processing protein 7 homolog A OS=Homo sapiens GN=RRP7A PE=1 SV=2	1	3	3	3	3	3	3	3	3	3	3	3	3	17.1	17.1	17.1	32.334	280	280	1	9	0	By MS/MS	By MS/MS	By MS/MS	1.2016	1.3996	60.685	9	0	Median	0.53111	0.98534	59.213	9	0	Median	0.94253	1.1878	51.821	9	0	Median	1.2016	1.3996	13.976	3	0	Median	0.50937	0.98534	23.943	3	0	Median	0.40901	0.46035	10.077	3	0	Median	3.5084	1.9135	15.248	3	0	Median	3.657	2.4574	20.051	3	0	Median	0.97019	1.2077	3.5286	3	0	Median	0.34547	0.49576	6.4554	3	0	Median	0.3588	0.6956	24.035	3	0	Median	1.0569	1.2788	24.455	3	0	Median	17.1	17.1	17.1	57148000	22490000	18124000	16533000	10561000	3874000	4644000	2043300	19584000	2690700	8602100	8291200	27002000	15925000	4878200	6198600				852	2213;3559;4519	True;True;True	2276;3652;4676	8472;8473;8474;13678;13679;13680;17644;17645;17646	20018;20019;20020;32333;32334;32335;32336;32337;32338;32339;32340;41745	20020;32335;41745		
Q9Y3B4	Q9Y3B4	2	2	2	Pre-mRNA branch site protein p14	SF3B14	>sp|Q9Y3B4|PM14_HUMAN Pre-mRNA branch site protein p14 OS=Homo sapiens GN=SF3B14 PE=1 SV=1	1	2	2	2	1	2	1	1	2	1	1	2	1	20.8	20.8	20.8	14.585	125	125	1	6	0	By MS/MS	By MS/MS	By MS/MS	0.8613	1.1209	18.895	2	0	Median	0.53446	0.89204	6.7484	2	0	Median	0.63182	0.765	67.436	2	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	9.6	20.8	9.6	14073000	4453400	6935600	2684300	3264300	977780	1567700	718780	3095100	0	3095100	0	7714000	3475600	2272800	1965600				853	2911;4115	True;True	2991;4263	11092;11093;11094;11095;11096;16078	26279;26280;26281;26282;26283;26284;37914	26279;37914		
Q9Y3B9	Q9Y3B9	1	1	1	RRP15-like protein	RRP15	>sp|Q9Y3B9|RRP15_HUMAN RRP15-like protein OS=Homo sapiens GN=RRP15 PE=1 SV=2	1	1	1	1	0	1	0	0	1	0	0	1	0	3.9	3.9	3.9	31.484	282	282	1	1	0.0049751	By matching	By MS/MS	By matching	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	3.9	0	776830	0	776830	0	0	0	0	0	776830	0	776830	0	0	0	0	0				854	2352	True	2419	8928	20918	20918		
Q9Y3C1;D6RIC3;Q9Y3C1-2;D6RC60	Q9Y3C1;D6RIC3;Q9Y3C1-2	4;3;3;1	4;3;3;1	4;3;3;1	Nucleolar protein 16	NOP16	>sp|Q9Y3C1|NOP16_HUMAN Nucleolar protein 16 OS=Homo sapiens GN=NOP16 PE=1 SV=2;>tr|D6RIC3|D6RIC3_HUMAN Nucleolar protein 16 OS=Homo sapiens GN=NOP16 PE=2 SV=1;>sp|Q9Y3C1-2|NOP16_HUMAN Isoform 2 of Nucleolar protein 16 OS=Homo sapiens GN=NOP16	4	4	4	4	3	4	4	3	4	4	3	4	4	32.6	32.6	32.6	21.188	178	178;150;236;95	1	13	0	By MS/MS	By MS/MS	By MS/MS	1.0048	1.2412	39.464	10	0	Median	0.54707	1.0389	34.927	11	0	Median	0.69913	0.93543	40.594	11	0	Median	1.053	1.4309	12.263	3	0	Median	0.4904	0.89323	10.25	3	0	Median	0.52168	0.59535	25.726	3	0	Median	2.9846	1.416	21.389	3	0	Median	2.1633	1.5651	36.489	4	0	Median	0.69303	0.95315	23.169	4	0	Median	0.5324	0.74946	17.598	4	0	Median	0.51894	1.01	6.4223	4	0	Median	0.94379	1.3867	25.042	4	0	Median	24.7	32.6	32.6	91178000	35753000	30729000	24696000	23240000	9812100	8694300	4733100	27871000	3846700	13433000	10591000	40068000	22094000	8601500	9372400				855	3059;4708;4884;6828	True;True;True;True	3140;4869;5050;7054	11665;11666;11667;11668;18273;18274;18898;18899;18900;26697;26698;26699;26700	27618;27619;42976;42977;42978;44464;44465;44466;44467;44468;44469;44470;44471;62886;62887;62888	27618;42976;44465;62886		
Q9Y3I0;E7EQS9	Q9Y3I0;E7EQS9	2;1	2;1	2;1	tRNA-splicing ligase RtcB homolog	C22orf28;RTCB	>sp|Q9Y3I0|RTCB_HUMAN tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=C22orf28 PE=1 SV=1;>tr|E7EQS9|E7EQS9_HUMAN tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=C22orf28 PE=2 SV=2	2	2	2	2	2	1	2	2	1	2	2	1	2	6.7	6.7	6.7	55.21	505	505;175	1	5	0	By MS/MS	By MS/MS	By MS/MS	0.97451	1.2185	52.099	4	0	Median	1.0276	1.6106	5.9577	4	0	Median	1.0716	1.2438	46.866	4	0	Median	0.71262	0.82527	5.7501	2	0	Median	1.1849	1.6991	8.7958	2	0	Median	1.5373	1.6563	14.275	2	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.4159	1.9868	19.785	2	0	Median	0.89606	1.6106	0.73365	2	0	Median	0.62066	0.80718	34.912	2	0	Median	6.7	3.2	6.7	15612000	5308900	5391100	4911600	5226400	1808000	1125900	2292500	478420	478420	0	0	9906800	3022500	4265200	2619100				856	1482;4426	True;True	1519;4583	5366;5367;17353;17354;17355	12163;41159;41160;41161	12163;41161		
